"FECcommittee","icpsr","first","last","fullname","state","chamber","district","party","start","end","twitter","twitter_lower","fold","num.tweets","done.handle.no.file","missing","tweets.svd","prop.tweets","has.alt","multiple.dist","alt.dist","dup.account","female","Official","c111th","c112th","c113th","c114th","c115th","c116th","c117th","user_id","screen_name","name"
"C00371302",20533,"henry","cuellar","henrycuellar","TX","House","28","D","1/4/2005","1/3/2019","repcuellar","repcuellar",0,4247,0,0,3314,0.78,0,NA,NA,NA,0,1,1,1,1,1,1,1,1,"210926192","RepCuellar","Rep. Henry Cuellar"
"C00343236",20139,"john","culberson","johnculberson","TX","House","7","R","1/3/2001","1/3/2019","congculberson","congculberson",2,1668,1,0,1237,0.742,1,NA,NA,NA,0,0,1,1,1,1,1,0,0,NA,NA,NA
"C00343236",20139,"john","culberson","johnculberson","TX","House","7","R","1/3/2001","1/3/2019","johnculberson","johnculberson",3,3229,0,1,NA,NA,1,NA,NA,NA,0,0,1,1,1,1,1,0,0,"14904437","johnculberson","John Culberson"
"C00310318",29587,"elijah","cummings","elijahcummings","MD","House","7","D","4/16/1996","1/3/2019","repcummings","repcummings",2,4779,0,0,1369,0.286,1,NA,NA,NA,0,1,1,1,1,1,1,1,0,"787373558","RepCummings","Elijah E. Cummings"
"C00310318",29587,"elijah","cummings","elijahcummings","MD","House","7","D","4/16/1996","1/3/2019","ReElectCummings","reelectcummings",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,1,1,1,1,1,1,0,"1961794370","ReElectCummings","Elijah E. Cummings"
"C00650507",21913,"joe","cunningham","joecunningham","SC","House","1","D","","","JoeCunninghamSC","joecunninghamsc",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,0,1,0,"826589191412862976","JoeCunninghamSC","Joe Cunningham"
"C00650507",21913,"joe","cunningham","joecunningham","SC","House","1","D","","","RepCunningham","repcunningham",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,1,0,0,0,0,0,1,0,"1080198683713507335","RepCunningham","Archived: Rep. Joe Cunningham"
"C00546846",21512,"carlos","curbelo","carloscurbelo","FL","House","26","R","1/6/2015","1/3/2019","repcurbelo","repcurbelo",4,1948,0,0,1426,0.732,1,NA,NA,NA,0,1,0,0,0,1,1,0,0,NA,NA,NA
"C00546846",21512,"carlos","curbelo","carloscurbelo","FL","House","26","R","1/6/2015","1/3/2019","carloslcurbelo","carloslcurbelo",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,1,1,0,0,"2853309155","carloslcurbelo","Carlos Curbelo"
"C00527051",31100,"david","curson","davidcurson","MI","House","11","D","11/13/2012","1/3/2013","cursonmi11","cursonmi11",0,146,1,0,NA,NA,0,NA,NA,NA,0,0,0,1,0,0,0,0,0,"760245774","CursonMI11","David Curson"
"C00491357",21338,"steve","daines","stevedaines","MT","Senate",NA,"R","1/3/2013","1/3/2021","stevedaines","stevedaines",3,4108,0,0,2874,0.7,1,NA,NA,NA,0,0,0,0,1,1,1,1,1,"11651202","SteveDaines","Steve Daines"
"C00491357",21338,"steve","daines","stevedaines","MT","Senate",NA,"R","1/3/2013","1/3/2021","DainesforMT","dainesformt",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,1,1,1,1,1,"214767677","DainesforMT","Team Daines"
"C00670034",21914,"sharice","davids","sharicedavids","KS","House","3","D","","","sharicedavids","sharicedavids",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,0,0,0,0,0,1,1,"950952511556538368","sharicedavids","Sharice Davids"
"C00670034",21914,"sharice","davids","sharicedavids","KS","House","3","D","","","RepDavids","repdavids",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,0,0,0,0,0,1,1,"1080516116395499522","RepDavids","Rep. Sharice Davids"
"C00600718",21564,"warren","davidson","warrendavidson","OH","House","8","R","6/9/2016","1/3/2019","warrendavidson","warrendavidson",5,610,0,0,407,0.667,1,NA,NA,NA,0,0,0,0,0,1,1,1,1,"742735530287304704","WarrenDavidson","Warren Davidson"
"C00600718",21564,"warren","davidson","warrendavidson","OH","House","8","R","6/9/2016","1/3/2019","Vote_Davidson","vote_davidson",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,1,1,1,1,"4624539143","Vote_Davidson","Warren Davidson"
"C00172619",29717,"danny","davis","dannydavis","IL","House","7","D","1/7/1997","1/3/2019","repdannydavis","repdannydavis",2,733,0,0,289,0.394,0,NA,NA,NA,0,1,1,1,1,1,1,1,1,"789244177","RepDannyDavis","Rep. Danny K. Davis"
"C00369470",20511,"geoff","davis","geoffdavis","KY","House","4","R","1/4/2005","7/31/2012","repgeoffdavis","repgeoffdavis",6,2409,0,0,2129,0.884,0,NA,NA,NA,0,1,1,1,0,0,0,0,0,"239561508","RepGeoffDavis","Geoff Davis"
"C00521948",21328,"rodney","davis","rodneydavis","IL","House","13","R","1/3/2013","1/3/2019","rodneydavis","rodneydavis",6,3770,0,0,2654,0.704,1,NA,NA,NA,0,0,0,0,1,1,1,1,1,"993153006","RodneyDavis","US Rep Rodney Davis"
"C00521948",21328,"rodney","davis","rodneydavis","IL","House","13","R","1/3/2013","1/3/2019","ElectRodney","electrodney",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,1,1,1,1,1,"586076955","ElectRodney","Rodney Davis"
"C00344671",20108,"susan","davis","susandavis","CA","House","53","D","1/3/2001","1/3/2019","repsusandavis","repsusandavis",6,1530,0,0,1364,0.892,0,NA,NA,NA,1,1,1,1,1,1,1,1,0,NA,NA,NA
"C00670844",21915,"Madeleine","dean","Madeleinedean","PA","House","4","D","","","mad4pa","mad4pa",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,0,0,0,0,0,1,1,NA,NA,NA
"C00670844",21915,"Madeleine","dean","Madeleinedean","PA","House","4","D","","","RepDean","repdean",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,0,0,0,0,0,1,1,"567508925","RepDean","Congresswoman Madeleine Dean"
"C00215905",15410,"peter","defazio","peterdefazio","OR","House","4","D","","","DeFazio4Oregon","defazio4oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,1,1,1,"195115786","DeFazio4Oregon","Peter DeFazio"
"C00215905",15410,"peter","defazio","peterdefazio","OR","House","4","D","1/6/1987","1/3/2019","reppeterdefazio","reppeterdefazio",7,960,1,0,693,0.722,0,NA,NA,NA,0,1,1,1,1,1,1,1,1,"252249233","RepPeterDeFazio","Rep. Peter DeFazio"
"C00311639",29710,"diana","degette","dianadegette","CO","House","1","D","","","DeGette5280","degette5280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,1,1,1,1,"952540201","DeGette5280","Diana DeGette"
"C00311639",29710,"diana","degette","dianadegette","CO","House","1","D","1/7/1997","1/3/2019","repdianadegette","repdianadegette",3,3070,0,0,2480,0.808,0,NA,NA,NA,1,1,1,1,1,1,1,1,1,"28599820","RepDianaDeGette","Rep. Diana DeGette"
"C00508416",21334,"john","delaney","johndelaney","MD","House","6","D","1/3/2013","1/3/2019","repjohndelaney","repjohndelaney",2,4722,0,0,3826,0.81,1,NA,NA,NA,0,1,0,0,1,1,1,0,0,"937723303","RepJohnDelaney","Archive: Rep. John Delaney"
"C00508416",21334,"john","delaney","johndelaney","MD","House","6","D","1/3/2013","1/3/2019","JohnKDelaney","johnkdelaney",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,1,1,1,0,0,NA,NA,NA
"C00238865",29109,"rosa","delauro","rosadelauro","CT","House","3","D","1/3/1991","1/3/2019","rosadelauro","rosadelauro",2,5344,0,1,NA,NA,1,NA,NA,NA,1,0,1,1,1,1,1,1,1,"140519774","rosadelauro","Rosa DeLauro"
"C00238865",29109,"rosa","delauro","rosadelauro","CT","House","3","D","1/3/1991","1/3/2019","Rosa_DeLauro","rosa_delauro",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,1,1,1,1,1,1,1,"893496121","Rosa_DeLauro","Rosa DeLauro"
"C00459099",31101,"suzan","delbene","suzandelbene","WA","House","1","D","11/13/2012","1/3/2019","repdelbene","repdelbene",0,3297,0,0,2680,0.813,1,NA,NA,NA,1,1,0,1,1,1,1,1,1,"995193054","RepDelBene","Rep. Suzan DelBene"
"C00459099",31101,"suzan","delbene","suzandelbene","WA","House","1","D","11/13/2012","1/3/2019","SuzanDelBene","suzandelbene",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,0,1,1,1,1,1,1,"41225640","SuzanDelBene","Suzan DelBene"
"C00633859",21916,"antonio","delgado","antoniodelgado","NY","House","19","D","","","repdelgado","repdelgado",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,1,0,0,0,0,0,1,1,"1080485692298444800","repdelgado","Congressman Antonio Delgado"
"C00633859",21916,"antonio","delgado","antoniodelgado","NY","House","19","D","","","DelgadoforNY19","delgadoforny19",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,0,1,1,NA,NA,NA
"C00590489",21713,"val","demings","valdemings","FL","House","10","D","1/3/2017","1/3/2019","repvaldemings","repvaldemings",4,492,0,0,247,0.502,1,NA,NA,NA,1,1,0,0,0,0,1,1,1,"798973032362606600","RepValDemings","Rep. Val Demings"
"C00590489",21713,"val","demings","valdemings","FL","House","10","D","1/3/2017","1/3/2019","val_demings","val_demings",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,0,0,0,0,1,1,1,NA,NA,NA
"C00590489",21713,"val","demings","valdemings","FL","House","10","D","1/3/2017","1/3/2019","valdemings","valdemings",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,0,0,0,0,1,1,1,"3404875323","valdemings","Val Demings"
"C00384636",29936,"jim","demint","jimdemint","SC","Senate",NA,"R","1/6/1999","1/1/2013","jimdemint","jimdemint",1,5814,0,0,547,0.094,0,NA,NA,NA,0,0,1,1,0,0,0,0,0,"9508922","JimDeMint","Jim DeMint"
"C00473272",21109,"jeff","denham","jeffdenham","CA","House","10","R","1/5/2011","1/3/2019","repjeffdenham","repjeffdenham",3,2433,0,0,2003,0.823,1,NA,NA,NA,0,1,0,1,1,1,1,0,0,NA,NA,NA
"C00473272",21109,"jeff","denham","jeffdenham","CA","House","10","R","1/5/2011","1/3/2019","JeffDenham","jeffdenham",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,1,1,1,1,0,0,"21346398","JeffDenham","Jeff Denham"
"C00386847",20526,"charles","dent","charlesdent","PA","House","15","R","1/4/2005","1/3/2019","repcharliedent","repcharliedent",0,2232,1,0,1754,0.786,1,NA,NA,NA,0,1,1,1,1,1,1,0,0,"242376736","RepCharlieDent","Charlie Dent"
"C00386847",20526,"charles","dent","charlesdent","PA","House","15","R","1/4/2005","1/3/2019","DentforCongress","dentforcongress",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,1,1,1,1,1,0,0,"132204008","DentforCongress","Charlie Dent"
"C00511568",21318,"ron","desantis","rondesantis","FL","House","6","R","1/3/2013","1/3/2019","repdesantis","repdesantis",6,1977,0,0,1557,0.788,1,NA,NA,NA,0,1,0,0,1,1,1,0,0,"1070738132881031169","repdesantis","DeSantis"
"C00511568",21318,"ron","desantis","rondesantis","FL","House","6","R","1/3/2013","1/3/2019","RonDeSantisFL","rondesantisfl",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,1,1,1,0,0,"487297085","RonDeSantisFL","Ron DeSantis"
"C00511568",21318,"ron","desantis","rondesantis","FL","House","6","R","1/3/2013","1/3/2019","GovRonDeSantis","govrondesantis",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,1,1,1,0,0,"1058807868","GovRonDeSantis","Ron DeSantis"
"C00554709",21504,"mark","desaulnier","markdesaulnier","CA","House","11","D","1/6/2015","1/3/2019","repdesaulnier","repdesaulnier",2,1211,0,0,973,0.803,1,NA,NA,NA,0,1,0,0,0,1,1,1,1,"2968007206","RepDeSaulnier","Mark DeSaulnier"
"C00554709",21504,"mark","desaulnier","markdesaulnier","CA","House","11","D","1/6/2015","1/3/2019","MarkDeSaulnier","markdesaulnier",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,1,1,1,1,"30252303","MarkDeSaulnier","Mark DeSaulnier"
"C00464073",21179,"scott","desjarlais","scottdesjarlais","TN","House","4","R","1/5/2011","1/3/2019","desjarlaistn04","desjarlaistn04",1,3080,0,0,2042,0.663,1,NA,NA,NA,0,0,0,1,1,1,1,1,1,"235312723","DesJarlaisTN04","Scott DesJarlais"
"C00464073",21179,"scott","desjarlais","scottdesjarlais","TN","House","4","R","1/5/2011","1/3/2019","tndesjarlais","tndesjarlais",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,1,1,1,1,1,1,"27775884","tndesjarlais","Scott DesJarlais"
"C00469163",20959,"theodore","deutch","theodoredeutch","FL","House","22","D","4/15/2010","1/3/2019","repteddeutch","repteddeutch",3,4176,0,0,3045,0.729,1,NA,NA,NA,0,1,1,1,1,1,1,1,1,"137794015","RepTedDeutch","Rep. Ted Deutch"
"C00469163",20959,"theodore","deutch","theodoredeutch","FL","House","22","D","4/15/2010","1/3/2019","TedDeutch","teddeutch",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,1,1,1,1,1,1,1,"65541270","TedDeutch","Ted Deutch"
"C00469163",20959,"theodore","deutch","theodoredeutch","FL","House","22","D","4/15/2010","1/3/2019","TedforCongress","tedforcongress",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,1,1,1,1,1,1,1,"82696064","TedforCongress","Ted Deutch"
"C00376087",20316,"mario","diazbalart","mariodiazbalart","FL","House","25","R","1/7/2003","1/3/2019","mariodb","mariodb",6,4382,0,0,3561,0.813,0,NA,NA,NA,0,0,1,1,1,1,1,1,1,"37094727","MarioDB","Mario Diaz-Balart"
"C00558213",21529,"debbie","dingell","debbiedingell","MI","House","12","D","1/6/2015","1/3/2019","repdebdingell","repdebdingell",3,1435,0,0,1031,0.718,1,NA,NA,NA,1,1,0,0,0,1,1,1,1,"2970279814","RepDebDingell","Rep. Debbie Dingell"
"C00558213",21529,"debbie","dingell","debbiedingell","MI","House","12","D","1/6/2015","1/3/2019","DebDingell","debdingell",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,0,0,0,1,1,1,1,"2361650234","DebDingell","Debbie Dingell"
"C00002600",2605,"john","dingell","johndingell","MI","House","12","D","1/5/1955","1/3/2015","johndingell","johndingell",3,4762,0,0,1100,0.231,0,NA,NA,NA,0,0,1,1,1,0,0,0,0,"109025212","JohnDingell","John Dingell"
"C00347310",14213,"christopher","dodd","christopherdodd","CT","Senate",NA,"D","1/14/1975","1/3/2011","senchrisdodd","senchrisdodd",5,902,0,0,200,0.222,1,NA,NA,NA,0,1,1,0,0,0,0,0,0,"16317406","SenChrisDodd","Chris Dodd"
"C00347310",14213,"christopher","dodd","christopherdodd","CT","Senate",NA,"D","1/14/1975","1/3/2011","chrisdodd","chrisdodd",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,1,0,0,0,0,0,0,"3913931","chrisdodd","Chris Dodd"
"C00286500",29571,"lloyd","doggett","lloyddoggett","TX","House","35","D","1/4/1995","1/3/2019","replloyddoggett","replloyddoggett",3,3203,0,0,2761,0.862,1,NA,NA,NA,0,1,1,1,1,1,1,1,1,"153944899","RepLloydDoggett","Lloyd Doggett"
"C00286500",29571,"lloyd","doggett","lloyddoggett","TX","House","35","D","1/4/1995","1/3/2019","LloydDoggettTX","lloyddoggetttx",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,1,1,1,1,1,1,1,"170111219","LloydDoggettTX","Rep. Lloyd Doggett"
"C00465971",21127,"bob","dold","bobdold","IL","House","10","R","1/5/2011","1/3/2017","repdold","repdold",3,3570,0,0,2563,0.718,1,NA,NA,NA,0,1,0,1,0,1,0,0,0,"245408102","RepDold","Rep. Robert J. Dold"
"C00465971",21127,"bob","dold","bobdold","IL","House","10","R","1/5/2011","1/3/2017","ROBERTDOLD","robertdold",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,1,0,1,0,0,0,"69160674","ROBERTDOLD","Robert Dold"
"C00393652",20717,"joe","donnelly","joedonnelly","IN","Senate",NA,"D","1/4/2007","1/3/2019","sendonnelly","sendonnelly",7,4211,0,1,NA,NA,1,NA,NA,NA,0,1,1,1,1,1,1,0,0,"216503958","SenDonnelly","Archive: Senator Joe Donnelly"
"C00393652",20717,"joe","donnelly","joedonnelly","IN","Senate",NA,"D","1/4/2007","1/3/2019","JoeforIndiana","joeforindiana",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,1,1,1,1,1,0,0,"259079896","JoeforIndiana","Joe Donnelly"
"C00571869",21560,"daniel","donovan","danieldonovan","NY","House","11","R","5/12/2015","1/3/2019","dandonovan_ny","dandonovan_ny",1,667,1,1,NA,NA,1,NA,NA,NA,0,0,0,0,0,1,1,0,0,NA,NA,NA
"C00571869",21560,"daniel","donovan","danieldonovan","NY","House","11","R","5/12/2015","1/3/2019","RepDanDonovan","repdandonovan",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,1,0,0,0,1,1,0,0,"3353670647","RepDanDonovan","Archive: Dan Donovan"
"C00290064",29561,"michael","doyle","michaeldoyle","PA","House","14","D","","","rep_doyle","rep_doyle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,1,1,1,"1214594041414868992","rep_doyle","Rep. Mike Doyle"
"C00290064",29561,"michael","doyle","michaeldoyle","PA","House","14","D","1/4/1995","1/3/2019","usrepmikedoyle","usrepmikedoyle",1,749,0,0,590,0.788,0,NA,NA,NA,0,1,1,1,1,1,1,1,1,"39249305","USRepMikeDoyle","Mike Doyle"
"C00088658",14813,"david","dreier","daviddreier","CA","House","26","R","1/5/1981","1/3/2013","daviddreierusa","daviddreierusa",7,4,1,0,NA,NA,0,NA,NA,NA,0,0,1,1,0,0,0,0,0,"1686753931","DavidDreierUSA","David Dreier"
"C00574889",21325,"tammy","duckworth","tammyduckworth","IL","Senate",NA,"D","1/3/2013","1/3/2023","senduckworth","senduckworth",4,2448,1,0,2232,0.912,1,NA,NA,NA,1,1,0,0,1,1,1,1,1,"1058520120","SenDuckworth","Tammy Duckworth"
"C00574889",21325,"tammy","duckworth","tammyduckworth","IL","Senate",NA,"D","1/3/2013","1/3/2023","TammyforIL","tammyforil",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,0,0,1,1,1,1,1,NA,NA,NA
"C00574889",21325,"tammy","duckworth","tammyduckworth","IL","Senate",NA,"D","1/3/2013","1/3/2023","tammyduckworth","tammyduckworth",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,0,0,1,1,1,1,1,"328679423","TammyDuckworth","Tammy Duckworth"
"C00464339",21189,"sean","duffy","seanduffy","WI","House","7","R","1/5/2011","1/3/2019","repseanduffy","repseanduffy",5,3591,0,0,2849,0.793,1,NA,NA,NA,0,1,0,1,1,1,1,1,0,NA,NA,NA
"C00464339",21189,"sean","duffy","seanduffy","WI","House","7","R","1/5/2011","1/3/2019","Duffy4Wisconsin","duffy4wisconsin",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,1,1,1,1,1,0,NA,NA,NA
"C00460550",21174,"jeff","duncan","jeffduncan","SC","House","3","R","1/5/2011","1/3/2019","repjeffduncan","repjeffduncan",2,6271,0,1,NA,NA,0,NA,NA,NA,0,1,0,1,1,1,1,1,1,"240393970","RepJeffDuncan","Rep. Jeff Duncan"
"C00229104",15455,"john","duncan","johnduncan","TN","House","2","R","11/8/1988","1/3/2019","repjohnduncanjr","repjohnduncanjr",4,596,0,0,484,0.812,0,NA,NA,NA,0,1,1,1,1,1,1,0,0,"1883356866","RepJohnDuncanJr","Rep John Duncan Jr."
"C00582304",21714,"neal","dunn","nealdunn","FL","House","2","R","1/3/2017","1/3/2019","drnealdunnfl2","drnealdunnfl2",7,177,0,0,114,0.644,1,NA,NA,NA,0,0,0,0,0,0,1,1,1,"815952318487298048","DrNealDunnFL2","Dr. Neal Dunn"
"C00582304",21714,"neal","dunn","nealdunn","FL","House","2","R","1/3/2017","1/3/2019","DunnCampaign","dunncampaign",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,1,1,1,"3433189197","DunnCampaign","Dr. Neal Dunn"
"C00148999",15021,"richard","durbin","richarddurbin","IL","Senate",NA,"D","1/3/1983","1/3/2021","senatordurbin","senatordurbin",6,8763,0,0,7853,0.896,1,NA,NA,NA,0,1,1,1,1,1,1,1,1,"247334603","SenatorDurbin","Senator Dick Durbin"
"C00148999",15021,"richard","durbin","richarddurbin","IL","Senate",NA,"D","1/3/1983","1/3/2021","DickDurbin","dickdurbin",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,1,1,1,1,1,1,1,"308794407","DickDurbin","Dick Durbin"
"C00422964",20763,"donna","edwards","donnaedwards","MD","House","4","D","6/19/2008","1/3/2017","repdonnaedwards","repdonnaedwards",3,6398,0,0,5229,0.817,1,NA,NA,NA,1,1,1,1,1,1,0,0,0,"82649553","repdonnaedwards","Rep Donna F Edwards"
"C00422964",20763,"donna","edwards","donnaedwards","MD","House","4","D","6/19/2008","1/3/2017","DonnaFEdwards","donnafedwards",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,1,1,1,1,0,0,0,"778798705","DonnaFEdwards","Donna F. Edwards"
"C00422410",20727,"keith","ellison","keithellison","MN","House","5","D","1/4/2007","1/3/2019","keithellison","keithellison",1,16784,1,1,NA,NA,1,NA,NA,NA,0,0,1,1,1,1,1,0,0,"14135426","keithellison","Keith Ellison"
"C00422410",20727,"keith","ellison","keithellison","MN","House","5","D","1/4/2007","1/3/2019","EllisonCampaign","ellisoncampaign",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,1,1,1,1,1,0,0,"45895089","EllisonCampaign","Keith for Attorney General"
"C00471896",21159,"renee","ellmers","reneeellmers","NC","House","2","R","1/5/2011","1/3/2017","repreneeellmers","repreneeellmers",3,7087,0,0,4671,0.659,1,NA,NA,NA,1,1,0,1,1,1,0,0,0,"213634439","RepReneeEllmers","Renee Ellmers"
"C00471896",21159,"renee","ellmers","reneeellmers","NC","House","2","R","1/5/2011","1/3/2017","Ellmers_Renee","ellmers_renee",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,0,1,1,1,0,0,0,"754402449973182465","Ellmers_Renee","Renee Ellmers"
"C00320457",29736,"joann","emerson","joannemerson","MO","House","8","R","1/7/1997","1/22/2013","joannemerson","joannemerson",7,1972,0,0,1383,0.701,0,NA,NA,NA,1,0,1,1,0,0,0,0,0,"83603750","JoAnnEmerson","Jo Ann Emerson"
"C00545749",21531,"tom","emmer","tomemmer","MN","House","6","R","1/6/2015","1/3/2019","reptomemmer","reptomemmer",3,2476,0,0,2033,0.821,1,NA,NA,NA,0,1,0,0,0,1,1,1,1,"2914515430","RepTomEmmer","Tom Emmer"
"C00545749",21531,"tom","emmer","tomemmer","MN","House","6","R","1/6/2015","1/3/2019","tomemmer","tomemmer",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,1,1,1,1,"72431423","tomemmer","Tom Emmer"
"C00236513",15603,"eliot","engel","eliotengel","NY","House","16","D","1/3/1989","1/3/2019","repeliotengel","repeliotengel",2,2601,0,0,1381,0.531,0,NA,NA,NA,0,1,1,1,1,1,1,1,0,"164007407","RepEliotEngel","Eliot Engel"
"C00286476",29537,"john","ensign","johnensign","NV","Senate",NA,"R","1/4/1995","5/3/2011","johnensign","johnensign",4,361,0,0,41,0.114,1,NA,NA,NA,0,0,1,1,0,0,0,0,0,"15727817","JohnEnsign","Dr. John Ensign"
"C00286476",29537,"john","ensign","johnensign","NV","Senate",NA,"R","1/4/1995","5/3/2011","SenEnsign","senensign",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,1,1,1,0,0,0,0,0,"125746882","SenEnsign","John Ensign"
"C00523258",21327,"william","enyart","williamenyart","IL","House","12","D","1/3/2013","1/3/2015","repbillenyart","repbillenyart",6,387,0,0,351,0.907,1,NA,NA,NA,0,1,0,0,1,0,0,0,0,"1068470480","RepBillEnyart","Rep. Bill Enyart"
"C00523258",21327,"william","enyart","williamenyart","IL","House","12","D","1/3/2013","1/3/2015","EnyartforIL12","enyartforil12",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,1,0,0,0,0,"618744616","EnyartforIL12","Bill Enyart"
"C00317503",49706,"michael","enzi","michaelenzi","WY","Senate",NA,"R","1/7/1997","1/3/2021","senatorenzi","senatorenzi",0,3315,0,0,2935,0.885,1,NA,NA,NA,0,1,1,1,1,1,1,1,0,"291756142","SenatorEnzi","Mike Enzi"
"C00317503",49706,"michael","enzi","michaelenzi","WY","Senate",NA,"R","1/7/1997","1/3/2021","EnziforWyo","enziforwyo",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,1,1,1,1,1,1,0,"1848942470","EnziforWyo","Mike Enzi"
"C00546788",41502,"joni","ernst","joniernst","IA","Senate",NA,"R","1/6/2015","1/3/2021","senjoniernst","senjoniernst",6,1352,0,0,1285,0.95,1,NA,NA,NA,1,1,0,0,0,1,1,1,1,"2856787757","SenJoniErnst","Joni Ernst"
"C00546788",41502,"joni","ernst","joniernst","IA","Senate",NA,"R","1/6/2015","1/3/2021","joniernst","joniernst",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,0,0,0,1,1,1,1,"1383059977","joniernst","Joni Ernst"
"C00653923",21917,"veronica","escobar","veronicaescobar","TX","House","16","D","","","RepEscobar","repescobar",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,0,0,0,0,0,1,1,"1075517806551154689","RepEscobar","Rep. Veronica Escobar"
"C00653923",21917,"veronica","escobar","veronicaescobar","TX","House","16","D","","","vgescobar","vgescobar",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,0,0,0,0,0,1,1,"38960144","vgescobar","Veronica Escobar"
"C00258475",29312,"anna","eshoo","annaeshoo","CA","House","18","D","1/5/1993","1/3/2019","repannaeshoo","repannaeshoo",0,1462,0,0,991,0.678,1,NA,NA,NA,1,1,1,1,1,1,1,1,1,"249348006","RepAnnaEshoo","Rep. Anna G. Eshoo"
"C00258475",29312,"anna","eshoo","annaeshoo","CA","House","18","D","1/5/1993","1/3/2019","Eshoo4Congress","eshoo4congress",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0,1,1,1,1,1,1,1,"482713734","Eshoo4Congress","Anna Eshoo for Congress"
"C00518365",21715,"adriano","espaillat","adrianoespaillat","NY","House","13","D","","","EspaillatNY","espaillatny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,1,"182217410","EspaillatNY","Adriano Espaillat"
"C00701953",21715,"adriano","espaillat","adrianoespaillat","NY","House","13","D","1/3/2017","1/3/2019","repespaillat","repespaillat",4,1197,0,0,613,0.512,0,NA,NA,NA,0,1,0,0,0,0,1,1,1,"817076257770835968","RepEspaillat","Adriano Espaillat"
"C00632067",21750,"ron","estes","ronestes","KS","House","4","R","","1/3/2019","RepRonEstes","repronestes",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,1,0,0,0,0,1,1,1,"854715071116849157","RepRonEstes","Rep. Ron Estes"
"C00632067",21750,"ron","estes","ronestes","KS","House","4","R","","1/3/2019","RonEstesKS","ronestesks",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,1,1,1,"722555010588872705","RonEstesKS","Ron Estes"
